"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSMUSG00000027318",0,0.88845085064184,0.465,0.032,0,"cholangiocyte","ENSMUSG00000027318"
"ENSMUSG00000038418",0,0.888272232813202,0.943,0.741,0,"cholangiocyte","ENSMUSG00000038418"
"ENSMUSG00000054452",0,0.883441220180679,0.978,0.733,0,"cholangiocyte","ENSMUSG00000054452"
"ENSMUSG00000046434",0,0.874604755159334,0.931,0.618,0,"cholangiocyte","ENSMUSG00000046434"
"ENSMUSG00000033149",0,0.874219696324054,0.835,0.365,0,"cholangiocyte","ENSMUSG00000033149"
"ENSMUSG00000054342",0,0.869677142455948,0.477,0.027,0,"cholangiocyte","ENSMUSG00000054342"
"ENSMUSG00000009575",0,0.868150847954358,0.797,0.346,0,"cholangiocyte","ENSMUSG00000009575"
"ENSMUSG00000070348",0,0.86794498704872,0.713,0.469,0,"cholangiocyte","ENSMUSG00000070348"
"ENSMUSG00000019806",0,0.866555275163194,0.673,0.175,0,"cholangiocyte","ENSMUSG00000019806"
"ENSMUSG00000005148",0,0.863337208277145,0.445,0.005,0,"cholangiocyte","ENSMUSG00000005148"
"ENSMUSG00000047963",0,0.861912106648569,0.623,0.148,0,"cholangiocyte","ENSMUSG00000047963"
"ENSMUSG00000071076",0,0.858951724035994,0.986,0.916,0,"cholangiocyte","ENSMUSG00000071076"
"ENSMUSG00000040407",0,0.85797657927027,0.742,0.335,0,"cholangiocyte","ENSMUSG00000040407"
"ENSMUSG00000024028",0,0.856184944572329,0.318,0.001,0,"cholangiocyte","ENSMUSG00000024028"
"ENSMUSG00000036098",0,0.855808262575049,0.552,0.064,0,"cholangiocyte","ENSMUSG00000036098"
"ENSMUSG00000026238",0,0.854074051244536,1,0.921,0,"cholangiocyte","ENSMUSG00000026238"
"ENSMUSG00000055762",0,0.853382364825878,0.957,0.658,0,"cholangiocyte","ENSMUSG00000055762"
"ENSMUSG00000028416",0,0.845505579844897,0.919,0.608,0,"cholangiocyte","ENSMUSG00000028416"
"ENSMUSG00000021208",0,0.84448378133505,0.482,0.048,0,"cholangiocyte","ENSMUSG00000021208"
"ENSMUSG00000035133",0,0.842471357586295,0.902,0.54,0,"cholangiocyte","ENSMUSG00000035133"
"ENSMUSG00000033020",0,0.840912607307338,0.884,0.524,0,"cholangiocyte","ENSMUSG00000033020"
"ENSMUSG00000045193",0,0.840076435362394,0.613,0.171,0,"cholangiocyte","ENSMUSG00000045193"
"ENSMUSG00000027859",0,0.83859939020392,0.632,0.094,0,"cholangiocyte","ENSMUSG00000027859"
"ENSMUSG00000039835",0,0.837374971274615,0.539,0.083,0,"cholangiocyte","ENSMUSG00000039835"
"ENSMUSG00000048022",0,0.835327669891069,0.51,0.035,0,"cholangiocyte","ENSMUSG00000048022"
"ENSMUSG00000029822",0,0.827775502850901,0.473,0.024,0,"cholangiocyte","ENSMUSG00000029822"
"ENSMUSG00000067274",0,0.822682733772005,0.999,0.91,0,"cholangiocyte","ENSMUSG00000067274"
"ENSMUSG00000071551",0,0.822564814916618,0.664,0.142,0,"cholangiocyte","ENSMUSG00000071551"
"ENSMUSG00000027011",0,0.819653748310255,0.816,0.439,0,"cholangiocyte","ENSMUSG00000027011"
"ENSMUSG00000070780",0,0.819172474120021,0.838,0.351,0,"cholangiocyte","ENSMUSG00000070780"
"ENSMUSG00000024812",0,0.818889385651997,0.652,0.194,0,"cholangiocyte","ENSMUSG00000024812"
"ENSMUSG00000032372",0,0.818242727363908,0.538,0.099,0,"cholangiocyte","ENSMUSG00000032372"
"ENSMUSG00000021638",0,0.815770276662059,0.536,0.043,0,"cholangiocyte","ENSMUSG00000021638"
"ENSMUSG00000025731",0,0.815366056057227,0.771,0.254,0,"cholangiocyte","ENSMUSG00000025731"
"ENSMUSG00000001507",0,0.815359373710196,0.467,0.02,0,"cholangiocyte","ENSMUSG00000001507"
"ENSMUSG00000027189",0,0.815195043830139,0.7,0.295,0,"cholangiocyte","ENSMUSG00000027189"
"ENSMUSG00000032965",0,0.812730012589729,0.536,0.06,0,"cholangiocyte","ENSMUSG00000032965"
"ENSMUSG00000037499",0,0.811313676025618,0.877,0.508,0,"cholangiocyte","ENSMUSG00000037499"
"ENSMUSG00000024589",0,0.811285108161571,0.667,0.221,0,"cholangiocyte","ENSMUSG00000024589"
"ENSMUSG00000019853",0,0.805086385926489,0.485,0.01,0,"cholangiocyte","ENSMUSG00000019853"
"ENSMUSG00000023951",0,0.800535918168317,0.704,0.195,0,"cholangiocyte","ENSMUSG00000023951"
"ENSMUSG00000028063",0,0.798725612358991,0.784,0.325,0,"cholangiocyte","ENSMUSG00000028063"
"ENSMUSG00000000078",0,0.798355659841916,0.86,0.727,0,"cholangiocyte","ENSMUSG00000000078"
"ENSMUSG00000052942",0,0.794661511680773,0.492,0.016,0,"cholangiocyte","ENSMUSG00000052942"
"ENSMUSG00000030725",0,0.794311530148766,0.488,0.061,0,"cholangiocyte","ENSMUSG00000030725"
"ENSMUSG00000008348",0,0.790849549900773,0.997,0.95,0,"cholangiocyte","ENSMUSG00000008348"
"ENSMUSG00000039676",0,0.789054138035008,0.46,0.002,0,"cholangiocyte","ENSMUSG00000039676"
"ENSMUSG00000058446",0,0.787991827528804,0.758,0.416,0,"cholangiocyte","ENSMUSG00000058446"
"ENSMUSG00000041351",0,0.784224329510799,0.476,0.015,0,"cholangiocyte","ENSMUSG00000041351"
"ENSMUSG00000020782",0,0.781743998524919,0.52,0.053,0,"cholangiocyte","ENSMUSG00000020782"
"ENSMUSG00000024743",0,0.781711623589062,0.44,0.064,0,"cholangiocyte","ENSMUSG00000024743"
"ENSMUSG00000037692",0,0.7809824108309,0.542,0.13,0,"cholangiocyte","ENSMUSG00000037692"
"ENSMUSG00000069601",0,0.780912169250883,0.74,0.169,0,"cholangiocyte","ENSMUSG00000069601"
"ENSMUSG00000044408",0,0.778599014633593,0.867,0.535,0,"cholangiocyte","ENSMUSG00000044408"
"ENSMUSG00000026004",0,0.775733940490371,0.533,0.122,0,"cholangiocyte","ENSMUSG00000026004"
"ENSMUSG00000057113",0,0.77432094766852,0.98,0.765,0,"cholangiocyte","ENSMUSG00000057113"
"ENSMUSG00000006315",0,0.774178175213915,0.867,0.473,0,"cholangiocyte","ENSMUSG00000006315"
"ENSMUSG00000001289",0,0.7731479015511,0.985,0.829,0,"cholangiocyte","ENSMUSG00000001289"
"ENSMUSG00000052512",0,0.770821248298367,0.638,0.194,0,"cholangiocyte","ENSMUSG00000052512"
"ENSMUSG00000070803",0,0.769136599474071,0.444,0.002,0,"cholangiocyte","ENSMUSG00000070803"
"ENSMUSG00000005968",0,0.764259021829991,0.433,0.029,0,"cholangiocyte","ENSMUSG00000005968"
"ENSMUSG00000025260",0,0.759968992219668,0.835,0.414,0,"cholangiocyte","ENSMUSG00000025260"
"ENSMUSG00000025504",0,0.759835702089562,0.554,0.082,0,"cholangiocyte","ENSMUSG00000025504"
"ENSMUSG00000028618",0,0.756725697924589,0.982,0.796,0,"cholangiocyte","ENSMUSG00000028618"
"ENSMUSG00000018427",0,0.755827677636293,0.579,0.202,0,"cholangiocyte","ENSMUSG00000018427"
"ENSMUSG00000021458",0,0.755630379235619,0.707,0.327,0,"cholangiocyte","ENSMUSG00000021458"
"ENSMUSG00000059070",0,0.754412514803855,0.951,0.748,0,"cholangiocyte","ENSMUSG00000059070"
"ENSMUSG00000042272",0,0.751471025660525,0.507,0.066,0,"cholangiocyte","ENSMUSG00000042272"
"ENSMUSG00000056608",0,0.750706194583713,0.686,0.306,0,"cholangiocyte","ENSMUSG00000056608"
"ENSMUSG00000025321",0,0.750122243772947,0.44,0.01,0,"cholangiocyte","ENSMUSG00000025321"
"ENSMUSG00000052151",0,0.749210003031938,0.556,0.116,0,"cholangiocyte","ENSMUSG00000052151"
"ENSMUSG00000022940",0,0.749198214495655,0.701,0.292,0,"cholangiocyte","ENSMUSG00000022940"
"ENSMUSG00000039197",0,0.748192748285535,0.963,0.39,0,"cholangiocyte","ENSMUSG00000039197"
"ENSMUSG00000024664",0,0.74699221151069,0.529,0.095,0,"cholangiocyte","ENSMUSG00000024664"
"ENSMUSG00000005881",0,0.744381202788874,0.795,0.412,0,"cholangiocyte","ENSMUSG00000005881"
"ENSMUSG00000018211",0,0.743674493282605,0.418,0.001,0,"cholangiocyte","ENSMUSG00000018211"
"ENSMUSG00000028266",0,0.743103776496311,0.785,0.462,0,"cholangiocyte","ENSMUSG00000028266"
"ENSMUSG00000025794",0,0.742574564876686,0.998,0.873,0,"cholangiocyte","ENSMUSG00000025794"
"ENSMUSG00000051043",0,0.742395100371437,0.593,0.155,0,"cholangiocyte","ENSMUSG00000051043"
"ENSMUSG00000030431",0,0.741021931656187,0.653,0.179,0,"cholangiocyte","ENSMUSG00000030431"
"ENSMUSG00000038502",0,0.739851167616541,0.736,0.355,0,"cholangiocyte","ENSMUSG00000038502"
"ENSMUSG00000048285",0,0.738836109225468,0.514,0.093,0,"cholangiocyte","ENSMUSG00000048285"
"ENSMUSG00000049521",0,0.737939956432166,0.672,0.271,0,"cholangiocyte","ENSMUSG00000049521"
"ENSMUSG00000063172",0,0.736652421482786,0.599,0.174,0,"cholangiocyte","ENSMUSG00000063172"
"ENSMUSG00000046447",0,0.736604247695782,0.75,0.322,0,"cholangiocyte","ENSMUSG00000046447"
"ENSMUSG00000043542",0,0.7297639430738,0.511,0.091,0,"cholangiocyte","ENSMUSG00000043542"
"ENSMUSG00000028278",0,0.729114230201771,0.414,0.059,0,"cholangiocyte","ENSMUSG00000028278"
"ENSMUSG00000074923",0,0.72784532123121,0.435,0.006,0,"cholangiocyte","ENSMUSG00000074923"
"ENSMUSG00000026305",0,0.725254788074021,0.744,0.418,0,"cholangiocyte","ENSMUSG00000026305"
"ENSMUSG00000060548",0,0.724433438028848,0.422,0.009,0,"cholangiocyte","ENSMUSG00000060548"
"ENSMUSG00000027602",0,0.722878247663843,0.761,0.371,0,"cholangiocyte","ENSMUSG00000027602"
"ENSMUSG00000060675",0,0.71911187259662,0.668,0.221,0,"cholangiocyte","ENSMUSG00000060675"
"ENSMUSG00000041355",0,0.716799879064403,0.847,0.482,0,"cholangiocyte","ENSMUSG00000041355"
"ENSMUSG00000091956",0,0.715565373709644,0.243,0.001,0,"cholangiocyte","ENSMUSG00000091956"
"ENSMUSG00000053332",0,0.714216573874862,0.945,0.708,0,"cholangiocyte","ENSMUSG00000053332"
"ENSMUSG00000032324",0,0.714015413359795,0.639,0.221,0,"cholangiocyte","ENSMUSG00000032324"
"ENSMUSG00000029673",0,0.713027067387569,0.548,0.155,0,"cholangiocyte","ENSMUSG00000029673"
"ENSMUSG00000040584",0,0.712740870786866,0.432,0.016,0,"cholangiocyte","ENSMUSG00000040584"
"ENSMUSG00000068747",0,0.712702550646151,0.491,0.082,0,"cholangiocyte","ENSMUSG00000068747"
"ENSMUSG00000062563",0,0.712466712375109,0.43,0.018,0,"cholangiocyte","ENSMUSG00000062563"
"ENSMUSG00000041189",0,0.711791076659948,0.442,0.009,0,"cholangiocyte","ENSMUSG00000041189"
"ENSMUSG00000050931",0,0.711058401419583,0.578,0.151,0,"cholangiocyte","ENSMUSG00000050931"
"ENSMUSG00000031790",0,0.71009724587426,0.517,0.092,0,"cholangiocyte","ENSMUSG00000031790"
"ENSMUSG00000001794",0,0.709142475407226,0.942,0.767,0,"cholangiocyte","ENSMUSG00000001794"
"ENSMUSG00000025075",0,0.708954944717863,0.624,0.13,0,"cholangiocyte","ENSMUSG00000025075"
"ENSMUSG00000031796",0,0.706701124094867,0.647,0.242,0,"cholangiocyte","ENSMUSG00000031796"
"ENSMUSG00000021678",0,0.704418152386497,0.397,0.003,0,"cholangiocyte","ENSMUSG00000021678"
"ENSMUSG00000027160",0,0.703602613006742,0.602,0.218,0,"cholangiocyte","ENSMUSG00000027160"
"ENSMUSG00000115987",0,0.701145065367714,0.792,0.479,0,"cholangiocyte","ENSMUSG00000115987"
"ENSMUSG00000015094",0,0.700008324797316,0.716,0.292,0,"cholangiocyte","ENSMUSG00000015094"
"ENSMUSG00000043088",0,0.699726152081593,0.416,0.017,0,"cholangiocyte","ENSMUSG00000043088"
"ENSMUSG00000045257",0,0.697599685014913,0.495,0.069,0,"cholangiocyte","ENSMUSG00000045257"
"ENSMUSG00000022309",0,0.697172223519666,0.427,0.02,0,"cholangiocyte","ENSMUSG00000022309"
"ENSMUSG00000010607",0,0.696667101847856,0.637,0.233,0,"cholangiocyte","ENSMUSG00000010607"
"ENSMUSG00000040525",0,0.695686981537509,0.469,0.044,0,"cholangiocyte","ENSMUSG00000040525"
"ENSMUSG00000055320",0,0.693793055943353,0.674,0.252,0,"cholangiocyte","ENSMUSG00000055320"
"ENSMUSG00000031853",0,0.691136550522069,0.423,0.008,0,"cholangiocyte","ENSMUSG00000031853"
"ENSMUSG00000021482",0,0.689598627639447,0.67,0.318,0,"cholangiocyte","ENSMUSG00000021482"
"ENSMUSG00000042712",0,0.689091547357644,0.917,0.628,0,"cholangiocyte","ENSMUSG00000042712"
"ENSMUSG00000052914",0,0.687891309706536,0.614,0.191,0,"cholangiocyte","ENSMUSG00000052914"
"ENSMUSG00000028617",0,0.687834226065775,0.542,0.164,0,"cholangiocyte","ENSMUSG00000028617"
"ENSMUSG00000020738",0,0.686686543938544,0.978,0.794,0,"cholangiocyte","ENSMUSG00000020738"
"ENSMUSG00000026604",0,0.685920192118651,0.491,0.087,0,"cholangiocyte","ENSMUSG00000026604"
"ENSMUSG00000007867",0,0.684915333929135,0.628,0.223,0,"cholangiocyte","ENSMUSG00000007867"
"ENSMUSG00000040209",0,0.68277123658976,0.524,0.138,0,"cholangiocyte","ENSMUSG00000040209"
"ENSMUSG00000020029",0,0.682702199471427,0.809,0.421,0,"cholangiocyte","ENSMUSG00000020029"
"ENSMUSG00000053898",0,0.681642975041359,0.864,0.496,0,"cholangiocyte","ENSMUSG00000053898"
"ENSMUSG00000061032",0,0.679508039252404,0.79,0.477,0,"cholangiocyte","ENSMUSG00000061032"
"ENSMUSG00000090258",0,0.678018672757005,0.704,0.293,0,"cholangiocyte","ENSMUSG00000090258"
"ENSMUSG00000052738",0,0.675320785128253,0.9,0.506,0,"cholangiocyte","ENSMUSG00000052738"
"ENSMUSG00000024500",0,0.673859937697156,0.383,0,0,"cholangiocyte","ENSMUSG00000024500"
"ENSMUSG00000023966",0,0.67272265506452,0.433,0.009,0,"cholangiocyte","ENSMUSG00000023966"
"ENSMUSG00000034227",0,0.670306906979317,0.338,0.004,0,"cholangiocyte","ENSMUSG00000034227"
"ENSMUSG00000022587",0,0.669991524635063,0.999,0.838,0,"cholangiocyte","ENSMUSG00000022587"
"ENSMUSG00000038650",0,0.669536878356949,0.82,0.445,0,"cholangiocyte","ENSMUSG00000038650"
"ENSMUSG00000025724",0,0.668909810860622,0.846,0.532,0,"cholangiocyte","ENSMUSG00000025724"
"ENSMUSG00000018286",0,0.668043492815249,0.932,0.67,0,"cholangiocyte","ENSMUSG00000018286"
"ENSMUSG00000028211",0,0.667314677263112,0.582,0.231,0,"cholangiocyte","ENSMUSG00000028211"
"ENSMUSG00000031906",0,0.665492002068907,0.273,0.022,0,"cholangiocyte","ENSMUSG00000031906"
"ENSMUSG00000048874",0,0.665478024135501,0.735,0.429,0,"cholangiocyte","ENSMUSG00000048874"
"ENSMUSG00000014303",0,0.665434778634647,0.427,0.051,0,"cholangiocyte","ENSMUSG00000014303"
"ENSMUSG00000062825",0,0.663138979296079,1,0.978,0,"cholangiocyte","ENSMUSG00000062825"
"ENSMUSG00000039735",0,0.662194933248958,0.669,0.313,0,"cholangiocyte","ENSMUSG00000039735"
"ENSMUSG00000025203",0,0.661619563550288,0.625,0.321,0,"cholangiocyte","ENSMUSG00000025203"
"ENSMUSG00000039607",0,0.661506287627776,0.645,0.119,0,"cholangiocyte","ENSMUSG00000039607"
"ENSMUSG00000002797",0,0.661419715937157,0.51,0.134,0,"cholangiocyte","ENSMUSG00000002797"
"ENSMUSG00000027620",0,0.661219779615055,0.983,0.865,0,"cholangiocyte","ENSMUSG00000027620"
"ENSMUSG00000026479",0,0.66070951228917,0.408,0.003,0,"cholangiocyte","ENSMUSG00000026479"
"ENSMUSG00000030096",0,0.658116483428364,0.844,0.548,0,"cholangiocyte","ENSMUSG00000030096"
"ENSMUSG00000030744",0,0.65760049023763,0.999,0.932,0,"cholangiocyte","ENSMUSG00000030744"
"ENSMUSG00000026568",0,0.655814788824898,0.969,0.627,0,"cholangiocyte","ENSMUSG00000026568"
"ENSMUSG00000026888",0,0.650760448589651,0.531,0.101,0,"cholangiocyte","ENSMUSG00000026888"
"ENSMUSG00000033060",0,0.649829959871137,0.427,0.05,0,"cholangiocyte","ENSMUSG00000033060"
"ENSMUSG00000030852",0,0.649399224181483,0.593,0.223,0,"cholangiocyte","ENSMUSG00000030852"
"ENSMUSG00000032289",0,0.647674865754408,0.411,0.03,0,"cholangiocyte","ENSMUSG00000032289"
"ENSMUSG00000047501",0,0.647279513410409,0.275,0.001,0,"cholangiocyte","ENSMUSG00000047501"
"ENSMUSG00000025967",0,0.647106382746438,0.994,0.852,0,"cholangiocyte","ENSMUSG00000025967"
"ENSMUSG00000041961",0,0.646830096482314,0.51,0.123,0,"cholangiocyte","ENSMUSG00000041961"
"ENSMUSG00000076434",0,0.646585670825951,0.349,0.005,0,"cholangiocyte","ENSMUSG00000076434"
"ENSMUSG00000031517",0,0.646223777059045,0.395,0.005,0,"cholangiocyte","ENSMUSG00000031517"
"ENSMUSG00000030739",0,0.646004425461313,0.396,0.023,0,"cholangiocyte","ENSMUSG00000030739"
"ENSMUSG00000047843",0,0.645002021099297,0.954,0.769,0,"cholangiocyte","ENSMUSG00000047843"
"ENSMUSG00000026003",0,0.644058396618086,0.799,0.479,0,"cholangiocyte","ENSMUSG00000026003"
"ENSMUSG00000034573",0,0.64403195158176,0.4,0.023,0,"cholangiocyte","ENSMUSG00000034573"
"ENSMUSG00000117924",0,0.642782002205643,0.603,0.244,0,"cholangiocyte","ENSMUSG00000117924"
"ENSMUSG00000056612",0,0.641502099419035,0.801,0.488,0,"cholangiocyte","ENSMUSG00000056612"
"ENSMUSG00000029149",0,0.6409737395319,0.399,0.01,0,"cholangiocyte","ENSMUSG00000029149"
"ENSMUSG00000035506",0,0.640683400146151,0.414,0.024,0,"cholangiocyte","ENSMUSG00000035506"
"ENSMUSG00000026383",0,0.638669553433493,0.539,0.128,0,"cholangiocyte","ENSMUSG00000026383"
"ENSMUSG00000031438",0,0.63775589118963,0.675,0.218,0,"cholangiocyte","ENSMUSG00000031438"
"ENSMUSG00000075706",0,0.635682932383045,0.831,0.552,0,"cholangiocyte","ENSMUSG00000075706"
"ENSMUSG00000033389",0,0.635464065051127,0.378,0.007,0,"cholangiocyte","ENSMUSG00000033389"
"ENSMUSG00000027239",0,0.634914784240127,0.309,0.028,0,"cholangiocyte","ENSMUSG00000027239"
"ENSMUSG00000048644",0,0.634513223221984,0.365,0.007,0,"cholangiocyte","ENSMUSG00000048644"
"ENSMUSG00000007039",0,0.634327148544495,0.732,0.327,0,"cholangiocyte","ENSMUSG00000007039"
"ENSMUSG00000071866",0,0.633982497639826,0.997,0.897,0,"cholangiocyte","ENSMUSG00000071866"
"ENSMUSG00000060743",0,0.633941366936735,0.999,0.963,0,"cholangiocyte","ENSMUSG00000060743"
"ENSMUSG00000054766",0,0.633888074483006,0.916,0.685,0,"cholangiocyte","ENSMUSG00000054766"
"ENSMUSG00000037058",0,0.632510561561312,0.885,0.615,0,"cholangiocyte","ENSMUSG00000037058"
"ENSMUSG00000040785",0,0.632418915104354,0.703,0.384,0,"cholangiocyte","ENSMUSG00000040785"
"ENSMUSG00000030246",0,0.632123452844621,0.477,0.108,0,"cholangiocyte","ENSMUSG00000030246"
"ENSMUSG00000022884",0,0.631588555160383,0.923,0.697,0,"cholangiocyte","ENSMUSG00000022884"
"ENSMUSG00000012848",0,0.630809920403811,0.999,0.927,0,"cholangiocyte","ENSMUSG00000012848"
"ENSMUSG00000019590",0,0.630529807833959,0.457,0.067,0,"cholangiocyte","ENSMUSG00000019590"
"ENSMUSG00000031954",0,0.629164560017352,0.81,0.509,0,"cholangiocyte","ENSMUSG00000031954"
"ENSMUSG00000026510",0,0.628134099966034,0.493,0.126,0,"cholangiocyte","ENSMUSG00000026510"
"ENSMUSG00000027546",0,0.627967950078626,0.574,0.184,0,"cholangiocyte","ENSMUSG00000027546"
"ENSMUSG00000057278",0,0.62796067550603,0.838,0.568,0,"cholangiocyte","ENSMUSG00000057278"
"ENSMUSG00000032067",0,0.627112463877481,0.655,0.311,0,"cholangiocyte","ENSMUSG00000032067"
"ENSMUSG00000078681",0,0.626919668254196,0.637,0.27,0,"cholangiocyte","ENSMUSG00000078681"
"ENSMUSG00000001247",0,0.625894605652467,0.682,0.172,0,"cholangiocyte","ENSMUSG00000001247"
"ENSMUSG00000026915",0,0.625305458438076,0.546,0.177,0,"cholangiocyte","ENSMUSG00000026915"
"ENSMUSG00000040824",0,0.624457545902923,0.817,0.514,0,"cholangiocyte","ENSMUSG00000040824"
"ENSMUSG00000021796",0,0.624217174727483,0.554,0.164,0,"cholangiocyte","ENSMUSG00000021796"
"ENSMUSG00000054808",0,0.623395348112993,0.799,0.428,0,"cholangiocyte","ENSMUSG00000054808"
"ENSMUSG00000004667",0,0.622133254741274,0.717,0.375,0,"cholangiocyte","ENSMUSG00000004667"
"ENSMUSG00000043668",0,0.621109926564194,0.362,0.001,0,"cholangiocyte","ENSMUSG00000043668"
"ENSMUSG00000039960",0,0.620813109017824,0.578,0.16,0,"cholangiocyte","ENSMUSG00000039960"
"ENSMUSG00000063200",0,0.620360508228283,0.82,0.525,0,"cholangiocyte","ENSMUSG00000063200"
"ENSMUSG00000050520",0,0.617748053236383,0.361,0.001,0,"cholangiocyte","ENSMUSG00000050520"
"ENSMUSG00000041540",0,0.616978433936742,0.486,0.111,0,"cholangiocyte","ENSMUSG00000041540"
"ENSMUSG00000039530",0,0.615404046878843,0.618,0.267,0,"cholangiocyte","ENSMUSG00000039530"
"ENSMUSG00000028447",0,0.614858014424165,0.823,0.526,0,"cholangiocyte","ENSMUSG00000028447"
"ENSMUSG00000019054",0,0.613575600704235,0.896,0.683,0,"cholangiocyte","ENSMUSG00000019054"
"ENSMUSG00000028519",0,0.611689327463731,0.368,0.001,0,"cholangiocyte","ENSMUSG00000028519"
"ENSMUSG00000061315",0,0.610953927857827,0.994,0.872,0,"cholangiocyte","ENSMUSG00000061315"
"ENSMUSG00000071415",0,0.610341329086692,1,0.959,0,"cholangiocyte","ENSMUSG00000071415"
"ENSMUSG00000020900",0,0.609307277071543,0.479,0.141,0,"cholangiocyte","ENSMUSG00000020900"
"ENSMUSG00000019947",0,0.608062505207338,0.708,0.39,0,"cholangiocyte","ENSMUSG00000019947"
"ENSMUSG00000034120",0,0.607483209624775,0.604,0.293,0,"cholangiocyte","ENSMUSG00000034120"
"ENSMUSG00000031075",0,0.60677596551822,0.411,0.044,0,"cholangiocyte","ENSMUSG00000031075"
"ENSMUSG00000031808",0,0.606102016135111,0.436,0.064,0,"cholangiocyte","ENSMUSG00000031808"
"ENSMUSG00000013822",0,0.603687078310836,0.686,0.338,0,"cholangiocyte","ENSMUSG00000013822"
"ENSMUSG00000063142",0,0.603240575216565,0.341,0.005,0,"cholangiocyte","ENSMUSG00000063142"
"ENSMUSG00000040447",0,0.602510877994955,0.449,0.154,0,"cholangiocyte","ENSMUSG00000040447"
"ENSMUSG00000033429",0,0.601718318295665,0.692,0.328,0,"cholangiocyte","ENSMUSG00000033429"
"ENSMUSG00000004864",0,0.601419649260222,0.382,0.012,0,"cholangiocyte","ENSMUSG00000004864"
"ENSMUSG00000052539",0,0.601376847044939,0.52,0.185,0,"cholangiocyte","ENSMUSG00000052539"
"ENSMUSG00000053646",0,0.600705380604564,0.462,0.089,0,"cholangiocyte","ENSMUSG00000053646"
"ENSMUSG00000031785",0,0.600412843891099,0.536,0.17,0,"cholangiocyte","ENSMUSG00000031785"
"ENSMUSG00000039219",0,0.599831909111104,0.668,0.376,0,"cholangiocyte","ENSMUSG00000039219"
"ENSMUSG00000047407",0,0.597960658066817,0.636,0.269,0,"cholangiocyte","ENSMUSG00000047407"
"ENSMUSG00000020736",0,0.597933159213418,0.62,0.285,0,"cholangiocyte","ENSMUSG00000020736"
"ENSMUSG00000064339",0,0.596378362459355,1,0.995,0,"cholangiocyte","ENSMUSG00000064339"
"ENSMUSG00000027170",0,0.595846709000108,0.805,0.499,0,"cholangiocyte","ENSMUSG00000027170"
"ENSMUSG00000032064",0,0.594824707186124,0.386,0.029,0,"cholangiocyte","ENSMUSG00000032064"
"ENSMUSG00000028032",0,0.594470650592099,0.574,0.251,0,"cholangiocyte","ENSMUSG00000028032"
"ENSMUSG00000064181",0,0.594070111452532,0.468,0.099,0,"cholangiocyte","ENSMUSG00000064181"
"ENSMUSG00000028035",0,0.593167081021756,0.582,0.26,0,"cholangiocyte","ENSMUSG00000028035"
"ENSMUSG00000007655",0,0.592253035423905,0.431,0.087,0,"cholangiocyte","ENSMUSG00000007655"
"ENSMUSG00000006728",0,0.592116879685969,0.743,0.45,0,"cholangiocyte","ENSMUSG00000006728"
"ENSMUSG00000001039",0,0.592046830085109,0.409,0.043,0,"cholangiocyte","ENSMUSG00000001039"
"ENSMUSG00000039953",0,0.591801492624223,0.449,0.09,0,"cholangiocyte","ENSMUSG00000039953"
"ENSMUSG00000026638",0,0.591561269087813,0.468,0.08,0,"cholangiocyte","ENSMUSG00000026638"
"ENSMUSG00000109324",0,0.591255939462485,0.691,0.371,0,"cholangiocyte","ENSMUSG00000109324"
